Country,Year,Region,Type,Energy consumption (in Exajoules)
Indonesia,2007,Asia Pacific,Biofuel,0.004283830164103264
South Korea,2007,Asia Pacific,Biofuel,0.004006767600000001
Thailand,2007,Asia Pacific,Biofuel,0.005936754148730778
Other Asia Pacific,2007,Asia Pacific,Biofuel,0.0072521460429198405
Canada,2008,North America,Biofuel,0.03343954584029831
Mexico,2008,North America,Biofuel,0.0035378140414329406
US,2008,North America,Biofuel,0.8179885697334734
Argentina,2008,S. & Cent. America,Biofuel,0.0
Brazil,2008,S. & Cent. America,Biofuel,0.4900126457921362
Colombia,2008,S. & Cent. America,Biofuel,0.009289763807359006
Other S. & Cent. America,2008,S. & Cent. America,Biofuel,0.016572603602134847
Austria,2008,Europe ,Biofuel,0.017308381799999998
Belgium,2008,Europe ,Biofuel,0.0
Finland,2008,Europe ,Biofuel,0.003087
France,2008,Europe ,Biofuel,0.09384971645071716
Germany,2008,Europe ,Biofuel,0.11417504556898905
Italy,2008,Europe ,Biofuel,0.028738142734088968
Netherlands,2008,Europe ,Biofuel,0.011879381112670898
Poland,2008,Europe ,Biofuel,0.018255052370357516
Portugal,2008,Europe ,Biofuel,0.005778483176999999
Spain,2008,Europe ,Biofuel,0.008326451442586546
Sweden,2008,Europe ,Biofuel,0.013055225648861158
United Kingdom,2008,Europe ,Biofuel,0.033263240893878374
Other Europe,2008,Europe ,Biofuel,0.03484479152360896
CIS,2008,CIS,Biofuel,0.000296
Middle East,2008,Middle East,Biofuel,0.00033306866859313534
Africa,2008,Africa,Biofuel,0.0021963231538390826
Australia,2008,Asia Pacific,Biofuel,0.004605212121212121
China,2008,Asia Pacific,Biofuel,0.060181542249970486
India,2008,Asia Pacific,Biofuel,0.03730684087047843
Indonesia,2008,Asia Pacific,Biofuel,0.004247575102056831
South Korea,2008,Asia Pacific,Biofuel,0.0074357568
Thailand,2008,Asia Pacific,Biofuel,0.021982803803402774
Other Asia Pacific,2008,Asia Pacific,Biofuel,0.006651308285156107
Canada,2009,North America,Biofuel,0.03215307888023445
Mexico,2009,North America,Biofuel,0.003820492609192322
US,2009,North America,Biofuel,0.9292931707600762
Argentina,2009,S. & Cent. America,Biofuel,0.0
Brazil,2009,S. & Cent. America,Biofuel,0.5372730164673982
Colombia,2009,S. & Cent. America,Biofuel,0.014663217944669016
Other S. & Cent. America,2009,S. & Cent. America,Biofuel,0.019582123917025226
Austria,2009,Europe ,Biofuel,0.021964170200000004
Belgium,2009,Europe ,Biofuel,0.005490636361694336
Finland,2009,Europe ,Biofuel,0.0052076
France,2009,Europe ,Biofuel,0.10041134526781527
Germany,2009,Europe ,Biofuel,0.11344531941092725
Italy,2009,Europe ,Biofuel,0.04638530840190154
Netherlands,2009,Europe ,Biofuel,0.015550404168701171
Poland,2009,Europe ,Biofuel,0.02593610284729004
Portugal,2009,Europe ,Biofuel,0.00942249955
Spain,2009,Europe ,Biofuel,0.012860989836367851
Sweden,2009,Europe ,Biofuel,0.011871926684013087
United Kingdom,2009,Europe ,Biofuel,0.04123069761719079
Other Europe,2009,Europe ,Biofuel,0.0430150241685608
CIS,2009,CIS,Biofuel,0.000851
Middle East,2009,Middle East,Biofuel,0.00035513986862707253
Africa,2009,Africa,Biofuel,0.0012248961983986931
Australia,2009,Asia Pacific,Biofuel,0.006382279393686869
China,2009,Asia Pacific,Biofuel,0.07159900010852482
India,2009,Asia Pacific,Biofuel,0.031819890161819554
Indonesia,2009,Asia Pacific,Biofuel,0.0077245613939056715
South Korea,2009,Asia Pacific,Biofuel,0.0106428456
Thailand,2009,Asia Pacific,Biofuel,0.029587236420250643
Other Asia Pacific,2009,Asia Pacific,Biofuel,0.011458049001184542
Canada,2010,North America,Biofuel,0.03747055587310018
Mexico,2010,North America,Biofuel,0.003998701836346933
US,2010,North America,Biofuel,1.0683844043285755
Argentina,2010,S. & Cent. America,Biofuel,0.02132428991822372
Brazil,2010,S. & Cent. America,Biofuel,0.5739609160372406
Colombia,2010,S. & Cent. America,Biofuel,0.022459994620826144
Other S. & Cent. America,2010,S. & Cent. America,Biofuel,0.023680205951196808
Austria,2010,Europe ,Biofuel,0.021407839
Belgium,2010,Europe ,Biofuel,0.014893249087524416
Finland,2010,Europe ,Biofuel,0.005194799999999999
France,2010,Europe ,Biofuel,0.09840537587533607
Germany,2010,Europe ,Biofuel,0.113552
Italy,2010,Europe ,Biofuel,0.05710894987147794
Netherlands,2010,Europe ,Biofuel,0.009533402464294434
Poland,2010,Europe ,Biofuel,0.026738799999999997
Portugal,2010,Europe ,Biofuel,0.013687419879
Spain,2010,Europe ,Biofuel,0.05966348757350558
Sweden,2010,Europe ,Biofuel,0.019621408831001167
United Kingdom,2010,Europe ,Biofuel,0.0479375851302522
Other Europe,2010,Europe ,Biofuel,0.04962617704345888
CIS,2010,CIS,Biofuel,0.0014060000000000001
Middle East,2010,Middle East,Biofuel,0.00040622075588015735
Africa,2010,Africa,Biofuel,0.0007589397239257541
Australia,2010,Asia Pacific,Biofuel,0.009276099337373738
China,2010,Asia Pacific,Biofuel,0.07126761076473992
India,2010,Asia Pacific,Biofuel,0.0395414407683707
Indonesia,2010,Asia Pacific,Biofuel,0.010706757966310269
South Korea,2010,Asia Pacific,Biofuel,0.014938502400000003
Thailand,2010,Asia Pacific,Biofuel,0.030778364412942388
Other Asia Pacific,2010,Asia Pacific,Biofuel,0.02043369008336192
Canada,2011,North America,Biofuel,0.06042932658490136
Mexico,2011,North America,Biofuel,0.0036951541067593366
US,2011,North America,Biofuel,1.1568977252445245
Argentina,2011,S. & Cent. America,Biofuel,0.031482608210234256
Brazil,2011,S. & Cent. America,Biofuel,0.524187155213039
Colombia,2011,S. & Cent. America,Biofuel,0.02571469469983088
Other S. & Cent. America,2011,S. & Cent. America,Biofuel,0.0258075584899299
Austria,2011,Europe ,Biofuel,0.0215148832
Belgium,2011,Europe ,Biofuel,0.0147265028635025
Finland,2011,Europe ,Biofuel,0.007727600000000001
France,2011,Europe ,Biofuel,0.09720398372832452
Germany,2011,Europe ,Biofuel,0.118254
Italy,2011,Europe ,Biofuel,0.05641945940085653
Netherlands,2011,Europe ,Biofuel,0.016625900000000002
Poland,2011,Europe ,Biofuel,0.028361599999999994
Portugal,2011,Europe ,Biofuel,0.012863779048000002
Spain,2011,Europe ,Biofuel,0.07116646310848103
Sweden,2011,Europe ,Biofuel,0.022905201803860933
United Kingdom,2011,Europe ,Biofuel,0.044378634072507285
Other Europe,2011,Europe ,Biofuel,0.05941569863846925
CIS,2011,CIS,Biofuel,0.001147
Middle East,2011,Middle East,Biofuel,0.00048009648906993126
Africa,2011,Africa,Biofuel,0.0018168598305528805
Australia,2011,Asia Pacific,Biofuel,0.01104350133888889
China,2011,Asia Pacific,Biofuel,0.07884288260146585
India,2011,Asia Pacific,Biofuel,0.04501000178653641
Indonesia,2011,Asia Pacific,Biofuel,0.014907033528920546
South Korea,2011,Asia Pacific,Biofuel,0.014071834800000002
Thailand,2011,Asia Pacific,Biofuel,0.030527262576289682
Other Asia Pacific,2011,Asia Pacific,Biofuel,0.023543901975444318
Canada,2012,North America,Biofuel,0.07886169203089298
Mexico,2012,North America,Biofuel,0.004284366638747929
US,2012,North America,Biofuel,1.1591271648329118
Argentina,2012,S. & Cent. America,Biofuel,0.03887255777788978
Brazil,2012,S. & Cent. America,Biofuel,0.4962870950573658
Colombia,2012,S. & Cent. America,Biofuel,0.0269027034636347
Other S. & Cent. America,2012,S. & Cent. America,Biofuel,0.03036167503672683
Austria,2012,Europe ,Biofuel,0.021287319
Belgium,2012,Europe ,Biofuel,0.014547977974319459
Finland,2012,Europe ,Biofuel,0.0076396
France,2012,Europe ,Biofuel,0.10641409474943092
Germany,2012,Europe ,Biofuel,0.1259732
Italy,2012,Europe ,Biofuel,0.06297738957214355
Netherlands,2012,Europe ,Biofuel,0.015633099999999997
Poland,2012,Europe ,Biofuel,0.031456599999999994
Portugal,2012,Europe ,Biofuel,0.01169538625532306
Spain,2012,Europe ,Biofuel,0.08788949545999993
Sweden,2012,Europe ,Biofuel,0.0269164423696629
United Kingdom,2012,Europe ,Biofuel,0.037314518045065616
Other Europe,2012,Europe ,Biofuel,0.06918992984716861
CIS,2012,CIS,Biofuel,0.001221
Middle East,2012,Middle East,Biofuel,0.00045602462095191496
Africa,2012,Africa,Biofuel,0.0021841177619898442
Australia,2012,Asia Pacific,Biofuel,0.01073436701818182
China,2012,Asia Pacific,Biofuel,0.09303710302005387
India,2012,Asia Pacific,Biofuel,0.04348947218785116
Indonesia,2012,Asia Pacific,Biofuel,0.02534454319073025
South Korea,2012,Asia Pacific,Biofuel,0.015068293200000001
Thailand,2012,Asia Pacific,Biofuel,0.039989305770152826
Other Asia Pacific,2012,Asia Pacific,Biofuel,0.02971832691196666
Canada,2013,North America,Biofuel,0.07730198072779522
Mexico,2013,North America,Biofuel,0.004278405663026156
US,2013,North America,Biofuel,1.2795350536894403
Argentina,2013,S. & Cent. America,Biofuel,0.042848629577156905
Brazil,2013,S. & Cent. America,Biofuel,0.5828617856680547
Colombia,2013,S. & Cent. America,Biofuel,0.02723811477063153
Other S. & Cent. America,2013,S. & Cent. America,Biofuel,0.032792395046668955
Austria,2013,Europe ,Biofuel,0.0187328464
Belgium,2013,Europe ,Biofuel,0.01439136919188499
Finland,2013,Europe ,Biofuel,0.0084814
France,2013,Europe ,Biofuel,0.1083846360817388
Germany,2013,Europe ,Biofuel,0.11272300000000003
Italy,2013,Europe ,Biofuel,0.05287359325256348
Netherlands,2013,Europe ,Biofuel,0.016126400000000003
Poland,2013,Europe ,Biofuel,0.030624800000000008
Portugal,2013,Europe ,Biofuel,0.011536095472484588
Spain,2013,Europe ,Biofuel,0.038029952379999996
Sweden,2013,Europe ,Biofuel,0.026703890282435267
United Kingdom,2013,Europe ,Biofuel,0.042651884
Other Europe,2013,Europe ,Biofuel,0.08527270093480226
CIS,2013,CIS,Biofuel,0.000962
Middle East,2013,Middle East,Biofuel,0.0003410500572264299
Africa,2013,Africa,Biofuel,0.0021189006780349194
Australia,2013,Asia Pacific,Biofuel,0.010517303773518808
China,2013,Asia Pacific,Biofuel,0.127381950854198
India,2013,Asia Pacific,Biofuel,0.04337538607595632
Indonesia,2013,Asia Pacific,Biofuel,0.03695646833880131
South Korea,2013,Asia Pacific,Biofuel,0.0229562244
Thailand,2013,Asia Pacific,Biofuel,0.054019621414225234
Other Asia Pacific,2013,Asia Pacific,Biofuel,0.036654059139682726
Canada,2014,North America,Biofuel,0.07975978884490996
Mexico,2014,North America,Biofuel,0.006613652019716156
US,2014,North America,Biofuel,1.2978545242897148
Argentina,2014,S. & Cent. America,Biofuel,0.05000848304137295
Brazil,2014,S. & Cent. America,Biofuel,0.6434682375543119
Colombia,2014,S. & Cent. America,Biofuel,0.028197533158604838
Other S. & Cent. America,2014,S. & Cent. America,Biofuel,0.033934216320959505
Austria,2014,Europe ,Biofuel,0.0232804826
Belgium,2014,Europe ,Biofuel,0.01728532466096878
Finland,2014,Europe ,Biofuel,0.0181614
France,2014,Europe ,Biofuel,0.11687247030045325
Germany,2014,Europe ,Biofuel,0.1181928
Italy,2014,Europe ,Biofuel,0.045165613750457766
Netherlands,2014,Europe ,Biofuel,0.015977850000000002
Poland,2014,Europe ,Biofuel,0.029126799999999998
Portugal,2014,Europe ,Biofuel,0.011591188472484587
Spain,2014,Europe ,Biofuel,0.040112638132000014
Sweden,2014,Europe ,Biofuel,0.03558251065422948
United Kingdom,2014,Europe ,Biofuel,0.048726914
Other Europe,2014,Europe ,Biofuel,0.08150501238000336
CIS,2014,CIS,Biofuel,0.001036
Middle East,2014,Middle East,Biofuel,0.00045740806164835284
Africa,2014,Africa,Biofuel,0.0020464260084476853
Australia,2014,Asia Pacific,Biofuel,0.010809955524543162
China,2014,Asia Pacific,Biofuel,0.13463344255587067
India,2014,Asia Pacific,Biofuel,0.04890465569043016
Indonesia,2014,Asia Pacific,Biofuel,0.062999763597341
South Korea,2014,Asia Pacific,Biofuel,0.0189955116
Thailand,2014,Asia Pacific,Biofuel,0.06320322787503409
Other Asia Pacific,2014,Asia Pacific,Biofuel,0.043155816028840506
Canada,2015,North America,Biofuel,0.07489851421687929
Mexico,2015,North America,Biofuel,0.007033365104436756
US,2015,North America,Biofuel,1.3579611198356978
Argentina,2015,S. & Cent. America,Biofuel,0.054471545760473784
Brazil,2015,S. & Cent. America,Biofuel,0.7626611332227157
Colombia,2015,S. & Cent. America,Biofuel,0.029839472263965938
Other S. & Cent. America,2015,S. & Cent. America,Biofuel,0.03541289254264241
Austria,2015,Europe ,Biofuel,0.027729863599999998
Belgium,2015,Europe ,Biofuel,0.010798643930959702
Finland,2015,Europe ,Biofuel,0.018152400000000003
France,2015,Europe ,Biofuel,0.11789234822905773
Germany,2015,Europe ,Biofuel,0.1108014
Italy,2015,Europe ,Biofuel,0.05574901559066772
Netherlands,2015,Europe ,Biofuel,0.017845299999999998
Poland,2015,Europe ,Biofuel,0.027246400000000004
Portugal,2015,Europe ,Biofuel,0.014660414417999998
Spain,2015,Europe ,Biofuel,0.04107944530999999
Sweden,2015,Europe ,Biofuel,0.04271365274575898
United Kingdom,2015,Europe ,Biofuel,0.038947134
Other Europe,2015,Europe ,Biofuel,0.0836892961045193
CIS,2015,CIS,Biofuel,0.0008139999999999999
Middle East,2015,Middle East,Biofuel,0.0005028913350066203
Africa,2015,Africa,Biofuel,0.002572178586432113
Australia,2015,Asia Pacific,Biofuel,0.008592338280877581
China,2015,Asia Pacific,Biofuel,0.09421100908171376
India,2015,Asia Pacific,Biofuel,0.051925777249029706
Indonesia,2015,Asia Pacific,Biofuel,0.0334497167754705
South Korea,2015,Asia Pacific,Biofuel,0.0186480072
Thailand,2015,Asia Pacific,Biofuel,0.06775713848923284
Other Asia Pacific,2015,Asia Pacific,Biofuel,0.050288396824690974
Canada,2016,North America,Biofuel,0.07221121946819947
Mexico,2016,North America,Biofuel,0.007453078189157357
US,2016,North America,Biofuel,1.4732240467216724
Argentina,2016,S. & Cent. America,Biofuel,0.05773385789654657
Brazil,2016,S. & Cent. America,Biofuel,0.6932152034092769
Colombia,2016,S. & Cent. America,Biofuel,0.028923233899125187
Other S. & Cent. America,2016,S. & Cent. America,Biofuel,0.038167934273024624
Austria,2016,Europe ,Biofuel,0.0229825306
Belgium,2016,Europe ,Biofuel,0.018191124920177458
Finland,2016,Europe ,Biofuel,0.006591800000000001
France,2016,Europe ,Biofuel,0.11860579585799999
Germany,2016,Europe ,Biofuel,0.11104000000000001
Italy,2016,Europe ,Biofuel,0.055445386811828624
Netherlands,2016,Europe ,Biofuel,0.017527550000000003
Poland,2016,Europe ,Biofuel,0.018253
Portugal,2016,Europe ,Biofuel,0.011764894371093751
Spain,2016,Europe ,Biofuel,0.04658213635000001
Sweden,2016,Europe ,Biofuel,0.05539579292751872
United Kingdom,2016,Europe ,Biofuel,0.039465728000000005
Other Europe,2016,Europe ,Biofuel,0.09433545825075004
CIS,2016,CIS,Biofuel,0.002159
Middle East,2016,Middle East,Biofuel,0.0009469908827059176
Africa,2016,Africa,Biofuel,0.0022997553765300802
Australia,2016,Asia Pacific,Biofuel,0.006681492290906697
China,2016,Asia Pacific,Biofuel,0.10217613468157104
India,2016,Asia Pacific,Biofuel,0.06232692244681215
Indonesia,2016,Asia Pacific,Biofuel,0.10195613010768476
South Korea,2016,Asia Pacific,Biofuel,0.0185433372
Thailand,2016,Asia Pacific,Biofuel,0.06918914813406903
Other Asia Pacific,2016,Asia Pacific,Biofuel,0.055619635173638333
Canada,2017,North America,Biofuel,0.08515975997267329
Mexico,2017,North America,Biofuel,0.007872791273856674
US,2017,North America,Biofuel,1.4761932582828998
Argentina,2017,S. & Cent. America,Biofuel,0.06634060289134627
Brazil,2017,S. & Cent. America,Biofuel,0.7281611875848676
Colombia,2017,S. & Cent. America,Biofuel,0.030419389653063626
Other S. & Cent. America,2017,S. & Cent. America,Biofuel,0.039827197671384734
Austria,2017,Europe ,Biofuel,0.0200476458
Belgium,2017,Europe ,Biofuel,0.019633457550811768
Finland,2017,Europe ,Biofuel,0.0145304
France,2017,Europe ,Biofuel,0.11953265667440002
Germany,2017,Europe ,Biofuel,0.1129996
Italy,2017,Europe ,Biofuel,0.05619760161437988
Netherlands,2017,Europe ,Biofuel,0.019172
Poland,2017,Europe ,Biofuel,0.0252614
Portugal,2017,Europe ,Biofuel,0.010677202033477785
Spain,2017,Europe ,Biofuel,0.05462837300999999
Sweden,2017,Europe ,Biofuel,0.0627204849385757
United Kingdom,2017,Europe ,Biofuel,0.038975662
Other Europe,2017,Europe ,Biofuel,0.10916566346477484
CIS,2017,CIS,Biofuel,0.003578000000000001
Middle East,2017,Middle East,Biofuel,0.0012933872560543882
Africa,2017,Africa,Biofuel,0.0022630098275424906
Australia,2017,Asia Pacific,Biofuel,0.006602979363654922
China,2017,Asia Pacific,Biofuel,0.09451849476488536
India,2017,Asia Pacific,Biofuel,0.0548514204142186
Indonesia,2017,Asia Pacific,Biofuel,0.0876076076678528
South Korea,2017,Asia Pacific,Biofuel,0.017923690800000003
Thailand,2017,Asia Pacific,Biofuel,0.07650422845692248
Other Asia Pacific,2017,Asia Pacific,Biofuel,0.058464314262315215
Canada,2018,North America,Biofuel,0.08795783925099357
Mexico,2018,North America,Biofuel,0.00843439096841728
US,2018,North America,Biofuel,1.45663407025374
Argentina,2018,S. & Cent. America,Biofuel,0.06333903182576134
Brazil,2018,S. & Cent. America,Biofuel,0.8446598694521692
Colombia,2018,S. & Cent. America,Biofuel,0.034470754034999364
Other S. & Cent. America,2018,S. & Cent. America,Biofuel,0.03935067632499139
Austria,2018,Europe ,Biofuel,0.0209421758
Belgium,2018,Europe ,Biofuel,0.01944890102396012
Finland,2018,Europe ,Biofuel,0.013830000000000002
France,2018,Europe ,Biofuel,0.11817319358880002
Germany,2018,Europe ,Biofuel,0.11778444564
Italy,2018,Europe ,Biofuel,0.057523773158264166
Netherlands,2018,Europe ,Biofuel,0.023722000000000004
Poland,2018,Europe ,Biofuel,0.0381144
Portugal,2018,Europe ,Biofuel,0.011815219175556864
Spain,2018,Europe ,Biofuel,0.07028050003000001
Sweden,2018,Europe ,Biofuel,0.0593621058944981
United Kingdom,2018,Europe ,Biofuel,0.053700902
Other Europe,2018,Europe ,Biofuel,0.1149326982408872
CIS,2018,CIS,Biofuel,0.0047508
Middle East,2018,Middle East,Biofuel,0.001523177091360483
Africa,2018,Africa,Biofuel,0.0035217132746613814
Australia,2018,Asia Pacific,Biofuel,0.005959349416397543
China,2018,Asia Pacific,Biofuel,0.12252927497319112
India,2018,Asia Pacific,Biofuel,0.07347737883778094
Indonesia,2018,Asia Pacific,Biofuel,0.12616881491310958
South Korea,2018,Asia Pacific,Biofuel,0.0286042176
Thailand,2018,Asia Pacific,Biofuel,0.08369037075082883
Other Asia Pacific,2018,Asia Pacific,Biofuel,0.06056655357681012
Canada,2019,North America,Biofuel,0.0903535759050482
Mexico,2019,North America,Biofuel,0.008996004040061928
US,2019,North America,Biofuel,1.497132567413027
Argentina,2019,S. & Cent. America,Biofuel,0.06469243350821957
Brazil,2019,S. & Cent. America,Biofuel,0.9380950089956268
Colombia,2019,S. & Cent. America,Biofuel,0.03022389621661248
Other S. & Cent. America,2019,S. & Cent. America,Biofuel,0.039883780391052025
Austria,2019,Europe ,Biofuel,0.0210658448
Belgium,2019,Europe ,Biofuel,0.0195118242
Finland,2019,Europe ,Biofuel,0.0160258
France,2019,Europe ,Biofuel,0.12305360458120003
Germany,2019,Europe ,Biofuel,0.115776508184
Italy,2019,Europe ,Biofuel,0.033693746799999987
Netherlands,2019,Europe ,Biofuel,0.031139499999999997
Poland,2019,Europe ,Biofuel,0.041165276400000006
Portugal,2019,Europe ,Biofuel,0.0118097756
Spain,2019,Europe ,Biofuel,0.070138415464
Sweden,2019,Europe ,Biofuel,0.06131734985377499
United Kingdom,2019,Europe ,Biofuel,0.06865518799999999
Other Europe,2019,Europe ,Biofuel,0.1340102841073718
CIS,2019,CIS,Biofuel,0.006546199999999999
Middle East,2019,Middle East,Biofuel,0.0017524952497921856
Africa,2019,Africa,Biofuel,0.003037500368414219
Australia,2019,Asia Pacific,Biofuel,0.005450058361576807
China,2019,Asia Pacific,Biofuel,0.10988993923921957
India,2019,Asia Pacific,Biofuel,0.08205702906773142
Indonesia,2019,Asia Pacific,Biofuel,0.21343034959543375
South Korea,2019,Asia Pacific,Biofuel,0.029295039600000006
Thailand,2019,Asia Pacific,Biofuel,0.09344206044257328
Other Asia Pacific,2019,Asia Pacific,Biofuel,0.07089680471156826
Canada,2020,North America,Biofuel,0.08172342131384026
Mexico,2020,North America,Biofuel,0.009557595828003551
US,2020,North America,Biofuel,1.3619561743300046
Argentina,2020,S. & Cent. America,Biofuel,0.03472553740243614
Brazil,2020,S. & Cent. America,Biofuel,0.8733615146490694
Colombia,2020,S. & Cent. America,Biofuel,0.027922270661279284
Other S. & Cent. America,2020,S. & Cent. America,Biofuel,0.035456972347051426
Austria,2020,Europe ,Biofuel,0.017916559000000002
Belgium,2020,Europe ,Biofuel,0.027047686
Finland,2020,Europe ,Biofuel,0.0148482
France,2020,Europe ,Biofuel,0.11087956331839999
Germany,2020,Europe ,Biofuel,0.141375622212
Italy,2020,Europe ,Biofuel,0.0476174938
Netherlands,2020,Europe ,Biofuel,0.034143150000000004
Poland,2020,Europe ,Biofuel,0.0426547496
Portugal,2020,Europe ,Biofuel,0.010460663915
Spain,2020,Europe ,Biofuel,0.05734765403999997
Sweden,2020,Europe ,Biofuel,0.05587110682756879
United Kingdom,2020,Europe ,Biofuel,0.06488059200000001
Other Europe,2020,Europe ,Biofuel,0.1382876260813964
CIS,2020,CIS,Biofuel,0.007061104728672844
Middle East,2020,Middle East,Biofuel,0.0020242510587182485
Africa,2020,Africa,Biofuel,0.0037351158292687186
Australia,2020,Asia Pacific,Biofuel,0.0043041650457213065
China,2020,Asia Pacific,Biofuel,0.08592794668229442
India,2020,Asia Pacific,Biofuel,0.07966944454641316
Indonesia,2020,Asia Pacific,Biofuel,0.2791249789305633
